Net Name,X,Y
HSDIFF_17_P_Q3,17.528354,-8.28
HSDIFF_7_P_Q3,12.747894,-8.28
HSDIFF_7_P_Q1,-12.747894,-8.28
HSDIFF_17_P_Q1,-17.528354,-8.28
HSDIFF_4_N_Q3,15.138124,-7.82
Q3_VDDV,10.357664,-7.82
Q3_VDD,8.764177,-7.82
Q3_VDD,7.17069,-7.82
Q3_VDD,5.577204,-7.82
Q3_VDD,3.983717,-7.82
Q3_VDD,2.39023,-7.82
Q3_VDD,0.796743,-7.82
Q1_VDD,-0.796743,-7.82
Q1_VDD,-2.39023,-7.82
Q1_VDD,-3.983717,-7.82
Q1_VDD,-5.577204,-7.82
Q1_VDD,-7.17069,-7.82
Q1_VDD,-8.764177,-7.82
Q1_VDDV,-10.357664,-7.82
HSDIFF_4_N_Q1,-15.138124,-7.82
HSDIFF_4_P_Q3,14.341381,-7.36
HSDIFF_4_P_Q1,-14.341381,-7.36
HSDIFF_16_N_Q3,16.731611,-6.9
HSDIFF_5_N_Q3,11.951151,-6.9
Q3_VDDV,10.357664,-6.9
Q3_VDD,8.764177,-6.9
Q3_VDD,7.17069,-6.9
Q3_VDD,5.577204,-6.9
Q3_VDD,3.983717,-6.9
Q3_VDD,2.39023,-6.9
Q3_VDD,0.796743,-6.9
Q1_VDD,-0.796743,-6.9
Q1_VDD,-2.39023,-6.9
Q1_VDD,-3.983717,-6.9
Q1_VDD,-5.577204,-6.9
Q1_VDD,-7.17069,-6.9
Q1_VDD,-8.764177,-6.9
Q1_VDDV,-10.357664,-6.9
HSDIFF_5_N_Q1,-11.951151,-6.9
HSDIFF_16_N_Q1,-16.731611,-6.9
HSDIFF_16_P_Q3,17.528354,-6.44
HSDIFF_5_P_Q3,12.747894,-6.44
HSDIFF_5_P_Q1,-12.747894,-6.44
HSDIFF_16_P_Q1,-17.528354,-6.44
HSDIFF_15_N_Q3,15.138124,-5.98
Q3_VDDV,10.357664,-5.98
Q3_VDD,8.764177,-5.98
Q3_VDD,7.17069,-5.98
Q3_VDD,5.577204,-5.98
Q3_VDD,3.983717,-5.98
Q3_VDD,2.39023,-5.98
Q3_VDD,0.796743,-5.98
Q1_VDD,-0.796743,-5.98
Q1_VDD,-2.39023,-5.98
Q1_VDD,-3.983717,-5.98
Q1_VDD,-5.577204,-5.98
Q1_VDD,-7.17069,-5.98
Q1_VDD,-8.764177,-5.98
Q1_VDDV,-10.357664,-5.98
HSDIFF_15_N_Q1,-15.138124,-5.98
HSDIFF_15_P_Q3,14.341381,-5.52
HSDIFF_15_P_Q1,-14.341381,-5.52
HSDIFF_14_N_Q3,16.731611,-5.06
HSDIFF_3_N_Q3,11.951151,-5.06
Q3_VDDV,10.357664,-5.06
Q3_VDD,8.764177,-5.06
Q3_VDD,7.17069,-5.06
Q3_VDD,5.577204,-5.06
Q3_VDD,3.983717,-5.06
Q3_VDD,2.39023,-5.06
Q3_VDD,0.796743,-5.06
Q1_VDD,-0.796743,-5.06
Q1_VDD,-2.39023,-5.06
Q1_VDD,-3.983717,-5.06
Q1_VDD,-5.577204,-5.06
Q1_VDD,-7.17069,-5.06
Q1_VDD,-8.764177,-5.06
Q1_VDDV,-10.357664,-5.06
HSDIFF_3_N_Q1,-11.951151,-5.06
HSDIFF_14_N_Q1,-16.731611,-5.06
HSDIFF_14_P_Q3,17.528354,-4.6
HSDIFF_3_P_Q3,12.747894,-4.6
HSDIFF_3_P_Q1,-12.747894,-4.6
HSDIFF_14_P_Q1,-17.528354,-4.6
HSDIFF_13_N_Q3,15.138124,-4.14
Q3_VDDV,10.357664,-4.14
Q3_VDD,8.764177,-4.14
Q3_VDD,7.17069,-4.14
Q3_VDD,5.577204,-4.14
Q3_VDD,3.983717,-4.14
Q3_VDD,2.39023,-4.14
Q3_VDD,0.796743,-4.14
Q1_VDD,-0.796743,-4.14
Q1_VDD,-2.39023,-4.14
Q1_VDD,-3.983717,-4.14
Q1_VDD,-5.577204,-4.14
Q1_VDD,-7.17069,-4.14
Q1_VDD,-8.764177,-4.14
Q1_VDDV,-10.357664,-4.14
HSDIFF_13_N_Q1,-15.138124,-4.14
HSDIFF_13_P_Q3,14.341381,-3.68
HSDIFF_13_P_Q1,-14.341381,-3.68
HSDIFF_12_N_Q3,16.731611,-3.22
HSDIFF_2_N_Q3,11.951151,-3.22
Q3_VDDV,10.357664,-3.22
Q3_VDD,8.764177,-3.22
Q3_VDD,7.17069,-3.22
Q3_VDD,5.577204,-3.22
Q3_VDD,3.983717,-3.22
Q3_VDD,2.39023,-3.22
Q3_VDD,0.796743,-3.22
Q1_VDD,-0.796743,-3.22
Q1_VDD,-2.39023,-3.22
Q1_VDD,-3.983717,-3.22
Q1_VDD,-5.577204,-3.22
Q1_VDD,-7.17069,-3.22
Q1_VDD,-8.764177,-3.22
Q1_VDDV,-10.357664,-3.22
HSDIFF_2_N_Q1,-11.951151,-3.22
HSDIFF_12_N_Q1,-16.731611,-3.22
HSDIFF_12_P_Q3,17.528354,-2.76
HSDIFF_2_P_Q3,12.747894,-2.76
HSDIFF_2_P_Q1,-12.747894,-2.76
HSDIFF_12_P_Q1,-17.528354,-2.76
HSDIFF_11_N_Q3,15.138124,-2.3
Q3_VDDV,10.357664,-2.3
Q3_VDD,8.764177,-2.3
Q3_VDD,7.17069,-2.3
Q3_VDD,5.577204,-2.3
Q3_VDD,3.983717,-2.3
Q3_VDD,2.39023,-2.3
Q3_VDD,0.796743,-2.3
Q1_VDD,-0.796743,-2.3
Q1_VDD,-2.39023,-2.3
Q1_VDD,-3.983717,-2.3
Q1_VDD,-5.577204,-2.3
Q1_VDD,-7.17069,-2.3
Q1_VDD,-8.764177,-2.3
Q1_VDDV,-10.357664,-2.3
HSDIFF_11_N_Q1,-15.138124,-2.3
HSDIFF_11_P_Q3,14.341381,-1.84
HSDIFF_11_P_Q1,-14.341381,-1.84
HSDIFF_10_N_Q3,16.731611,-1.38
HSDIFF_1_N_Q3,11.951151,-1.38
Q3_VDDV,10.357664,-1.38
Q3_VDD,8.764177,-1.38
Q3_VDD,7.17069,-1.38
Q3_VDD,5.577204,-1.38
Q3_VDD,3.983717,-1.38
Q3_VDD,2.39023,-1.38
Q3_VDD,0.796743,-1.38
Q1_VDD,-0.796743,-1.38
Q1_VDD,-2.39023,-1.38
Q1_VDD,-3.983717,-1.38
Q1_VDD,-5.577204,-1.38
Q1_VDD,-7.17069,-1.38
Q1_VDD,-8.764177,-1.38
Q1_VDDV,-10.357664,-1.38
HSDIFF_1_N_Q1,-11.951151,-1.38
HSDIFF_10_N_Q1,-16.731611,-1.38
HSDIFF_10_P_Q3,17.528354,-0.92
HSDIFF_1_P_Q3,12.747894,-0.92
HSDIFF_1_P_Q1,-12.747894,-0.92
HSDIFF_10_P_Q1,-17.528354,-0.92
Q3_VDDV,10.357664,-0.46
Q3_VDD,8.764177,-0.46
Q3_VDD,7.17069,-0.46
Q3_VDD,5.577204,-0.46
Q3_VDD,3.983717,-0.46
Q3_VDD,2.39023,-0.46
Q3_VDD,0.796743,-0.46
Q1_VDD,-0.796743,-0.46
Q1_VDD,-2.39023,-0.46
Q1_VDD,-3.983717,-0.46
Q1_VDD,-5.577204,-0.46
Q1_VDD,-7.17069,-0.46
Q1_VDD,-8.764177,-0.46
Q1_VDDV,-10.357664,-0.46
Q4_VDDV,10.357664,0.46
Q4_VDD,8.764177,0.46
Q4_VDD,7.17069,0.46
Q4_VDD,5.577204,0.46
Q4_VDD,3.983717,0.46
Q4_VDD,2.39023,0.46
Q4_VDD,0.796743,0.46
Q2_VDD,-0.796743,0.46
Q2_VDD,-2.39023,0.46
Q2_VDD,-3.983717,0.46
Q2_VDD,-5.577204,0.46
Q2_VDD,-7.17069,0.46
Q2_VDD,-8.764177,0.46
Q2_VDDV,-10.357664,0.46
IODIFF_41_P_Q3,17.528354,-17.48
IODIFF_37_P_Q3,15.934867,-17.48
IODIFF_33_P_Q3,14.341381,-17.48
IODIFF_29_P_Q3,12.747894,-17.48
IODIFF_20_P_Q3,11.154407,-17.48
IODIFF_19_P_Q3,9.56092,-17.48
IODIFF_17_P_Q3,7.967434,-17.48
IODIFF_13_P_Q3,6.373947,-17.48
IODIFF_9_P_Q3,4.78046,-17.48
IODIFF_5_P_Q3,3.186973,-17.48
IODIFF_1_P_Q3,1.593487,-17.48
IODIFF_1_P_Q1,-1.593487,-17.48
IODIFF_5_P_Q1,-3.186974,-17.48
IODIFF_9_P_Q1,-4.78046,-17.48
IODIFF_13_P_Q1,-6.373947,-17.48
IODIFF_17_P_Q1,-7.967434,-17.48
IODIFF_29_P_Q1,-12.747894,-17.48
IODIFF_33_P_Q1,-14.341381,-17.48
IODIFF_37_P_Q1,-15.934867,-17.48
IODIFF_41_P_Q1,-17.528354,-17.48
HSDIFF_10_P_Q4,17.528354,0.92
HSDIFF_1_P_Q4,12.747894,0.92
HSDIFF_1_P_Q2,-12.747894,0.92
HSDIFF_10_P_Q2,-17.528354,0.92
HSDIFF_10_N_Q4,16.731611,1.38
HSDIFF_1_N_Q4,11.951151,1.38
Q4_VDDV,10.357664,1.38
Q4_VDD,8.764177,1.38
Q4_VDD,7.17069,1.38
Q4_VDD,5.577204,1.38
Q4_VDD,3.983717,1.38
Q4_VDD,2.39023,1.38
Q4_VDD,0.796743,1.38
Q2_VDD,-0.796743,1.38
Q2_VDD,-2.39023,1.38
Q2_VDD,-3.983717,1.38
Q2_VDD,-5.577204,1.38
Q2_VDD,-7.17069,1.38
Q2_VDD,-8.764177,1.38
Q2_VDDV,-10.357664,1.38
HSDIFF_1_N_Q2,-11.951151,1.38
HSDIFF_10_N_Q2,-16.731611,1.38
HSDIFF_11_P_Q4,14.341381,1.84
HSDIFF_11_P_Q2,-14.341381,1.84
HSDIFF_11_N_Q4,15.138124,2.3
Q4_VDDV,10.357664,2.3
Q4_VDD,8.764177,2.3
Q4_VDD,7.17069,2.3
Q4_VDD,5.577204,2.3
Q4_VDD,3.983717,2.3
Q4_VDD,2.39023,2.3
Q4_VDD,0.796743,2.3
Q2_VDD,-0.796743,2.3
Q2_VDD,-2.39023,2.3
Q2_VDD,-3.983717,2.3
Q2_VDD,-5.577204,2.3
Q2_VDD,-7.17069,2.3
Q2_VDD,-8.764177,2.3
Q2_VDDV,-10.357664,2.3
HSDIFF_11_N_Q2,-15.138124,2.3
HSDIFF_12_P_Q4,17.528354,2.76
HSDIFF_2_P_Q4,12.747894,2.76
HSDIFF_2_P_Q2,-12.747894,2.76
HSDIFF_12_P_Q2,-17.528354,2.76
HSDIFF_12_N_Q4,16.731611,3.22
HSDIFF_2_N_Q4,11.951151,3.22
Q4_VDDV,10.357664,3.22
Q4_VDD,8.764177,3.22
Q4_VDD,7.17069,3.22
Q4_VDD,5.577204,3.22
Q4_VDD,3.983717,3.22
Q4_VDD,2.39023,3.22
Q4_VDD,0.796743,3.22
Q2_VDD,-0.796743,3.22
Q2_VDD,-2.39023,3.22
Q2_VDD,-3.983717,3.22
Q2_VDD,-5.577204,3.22
Q2_VDD,-7.17069,3.22
Q2_VDD,-8.764177,3.22
Q2_VDDV,-10.357664,3.22
HSDIFF_2_N_Q2,-11.951151,3.22
HSDIFF_12_N_Q2,-16.731611,3.22
HSDIFF_13_P_Q4,14.341381,3.68
HSDIFF_13_P_Q2,-14.341381,3.68
HSDIFF_13_N_Q4,15.138124,4.14
Q4_VDDV,10.357664,4.14
Q4_VDD,8.764177,4.14
Q4_VDD,7.17069,4.14
Q4_VDD,5.577204,4.14
Q4_VDD,3.983717,4.14
Q4_VDD,2.39023,4.14
Q4_VDD,0.796743,4.14
Q2_VDD,-0.796743,4.14
Q2_VDD,-2.39023,4.14
Q2_VDD,-3.983717,4.14
Q2_VDD,-5.577204,4.14
Q2_VDD,-7.17069,4.14
Q2_VDD,-8.764177,4.14
Q2_VDDV,-10.357664,4.14
HSDIFF_13_N_Q2,-15.138124,4.14
HSDIFF_14_P_Q4,17.528354,4.6
HSDIFF_3_P_Q4,12.747894,4.6
HSDIFF_3_P_Q2,-12.747894,4.6
HSDIFF_14_P_Q2,-17.528354,4.6
HSDIFF_14_N_Q4,16.731611,5.06
HSDIFF_3_N_Q4,11.951151,5.06
Q4_VDDV,10.357664,5.06
Q4_VDD,8.764177,5.06
Q4_VDD,7.17069,5.06
Q4_VDD,5.577204,5.06
Q4_VDD,3.983717,5.06
Q4_VDD,2.39023,5.06
Q4_VDD,0.796743,5.06
Q2_VDD,-0.796743,5.06
Q2_VDD,-2.39023,5.06
Q2_VDD,-3.983717,5.06
Q2_VDD,-5.577204,5.06
Q2_VDD,-7.17069,5.06
Q2_VDD,-8.764177,5.06
Q2_VDDV,-10.357664,5.06
HSDIFF_3_N_Q2,-11.951151,5.06
HSDIFF_14_N_Q2,-16.731611,5.06
HSDIFF_15_P_Q4,14.341381,5.52
HSDIFF_15_P_Q2,-14.341381,5.52
HSDIFF_15_N_Q4,15.138124,5.98
Q4_VDDV,10.357664,5.98
Q4_VDD,8.764177,5.98
Q4_VDD,7.17069,5.98
Q4_VDD,5.577204,5.98
Q4_VDD,3.983717,5.98
Q4_VDD,2.39023,5.98
Q4_VDD,0.796743,5.98
Q2_VDD,-0.796743,5.98
Q2_VDD,-2.39023,5.98
Q2_VDD,-3.983717,5.98
Q2_VDD,-5.577204,5.98
Q2_VDD,-7.17069,5.98
Q2_VDD,-8.764177,5.98
Q2_VDDV,-10.357664,5.98
HSDIFF_15_N_Q2,-15.138124,5.98
HSDIFF_16_P_Q4,17.528354,6.44
HSDIFF_5_P_Q4,12.747894,6.44
HSDIFF_5_P_Q2,-12.747894,6.44
HSDIFF_16_P_Q2,-17.528354,6.44
HSDIFF_16_N_Q4,16.731611,6.9
HSDIFF_5_N_Q4,11.951151,6.9
Q4_VDDV,10.357664,6.9
Q4_VDD,8.764177,6.9
Q4_VDD,7.17069,6.9
Q4_VDD,5.577204,6.9
Q4_VDD,3.983717,6.9
Q4_VDD,2.39023,6.9
Q4_VDD,0.796743,6.9
Q2_VDD,-0.796743,6.9
Q2_VDD,-2.39023,6.9
Q2_VDD,-3.983717,6.9
Q2_VDD,-5.577204,6.9
Q2_VDD,-7.17069,6.9
Q2_VDD,-8.764177,6.9
Q2_VDDV,-10.357664,6.9
HSDIFF_5_N_Q2,-11.951151,6.9
HSDIFF_16_N_Q2,-16.731611,6.9
HSDIFF_4_P_Q4,14.341381,7.36
HSDIFF_4_P_Q2,-14.341381,7.36
HSDIFF_4_N_Q4,15.138124,7.82
Q4_VDDV,10.357664,7.82
Q4_VDD,8.764177,7.82
Q4_VDD,7.17069,7.82
Q4_VDD,5.577204,7.82
Q4_VDD,3.983717,7.82
Q4_VDD,2.39023,7.82
Q4_VDD,0.796743,7.82
Q2_VDD,-0.796743,7.82
Q2_VDD,-2.39023,7.82
Q2_VDD,-3.983717,7.82
Q2_VDD,-5.577204,7.82
Q2_VDD,-7.17069,7.82
Q2_VDD,-8.764177,7.82
Q2_VDDV,-10.357664,7.82
HSDIFF_4_N_Q2,-15.138124,7.82
HSDIFF_17_P_Q4,17.528354,8.28
HSDIFF_7_P_Q4,12.747894,8.28
HSDIFF_7_P_Q2,-12.747894,8.28
HSDIFF_17_P_Q2,-17.528354,8.28
HSDIFF_17_N_Q4,16.731611,8.74
HSDIFF_7_N_Q4,11.951151,8.74
Q4_VDDV,10.357664,8.74
Q4_VDD,8.764177,8.74
Q4_VDD,7.17069,8.74
Q4_VDD,5.577204,8.74
Q4_VDD,3.983717,8.74
Q4_VDD,2.39023,8.74
Q4_VDD,0.796743,8.74
Q2_VDD,-0.796743,8.74
Q2_VDD,-2.39023,8.74
Q2_VDD,-3.983717,8.74
Q2_VDD,-5.577204,8.74
Q2_VDD,-7.17069,8.74
Q2_VDD,-8.764177,8.74
Q2_VDDV,-10.357664,8.74
HSDIFF_7_N_Q2,-11.951151,8.74
HSDIFF_17_N_Q2,-16.731611,8.74
HSDIFF_6_P_Q4,14.341381,9.2
HSDIFF_6_P_Q2,-14.341381,9.2
HSDIFF_6_N_Q4,15.138124,9.66
Q4_VDDV,10.357664,9.66
Q4_VDD,8.764177,9.66
Q4_VDD,7.17069,9.66
Q4_VDD,5.577204,9.66
Q4_VDD,3.983717,9.66
Q4_VDD,2.39023,9.66
Q4_VDD,0.796743,9.66
Q2_VDD,-0.796743,9.66
Q2_VDD,-2.39023,9.66
Q2_VDD,-3.983717,9.66
Q2_VDD,-5.577204,9.66
Q2_VDD,-7.17069,9.66
Q2_VDD,-8.764177,9.66
Q2_VDDV,-10.357664,9.66
HSDIFF_6_N_Q2,-15.138124,9.66
IODIFF_41_N_Q3,16.731611,-17.02
IODIFF_37_N_Q3,15.138124,-17.02
IODIFF_33_N_Q3,13.544637,-17.02
IODIFF_29_N_Q3,11.951151,-17.02
IODIFF_20_N_Q3,10.357664,-17.02
IODIFF_19_N_Q3,8.764177,-17.02
IODIFF_17_N_Q3,7.17069,-17.02
IODIFF_13_N_Q3,5.577204,-17.02
IODIFF_9_N_Q3,3.983717,-17.02
IODIFF_5_N_Q3,2.39023,-17.02
IODIFF_1_N_Q3,0.796743,-17.02
IODIFF_1_N_Q1,-0.796743,-17.02
IODIFF_5_N_Q1,-2.39023,-17.02
IODIFF_9_N_Q1,-3.983717,-17.02
IODIFF_13_N_Q1,-5.577204,-17.02
IODIFF_17_N_Q1,-7.17069,-17.02
IODIFF_29_N_Q1,-11.951151,-17.02
IODIFF_33_N_Q1,-13.544637,-17.02
IODIFF_37_N_Q1,-15.138124,-17.02
IODIFF_41_N_Q1,-16.731611,-17.02
HSDIFF_18_P_Q4,17.528354,10.12
HSDIFF_9_P_Q4,12.747894,10.12
HSDIFF_9_P_Q2,-12.747894,10.12
HSDIFF_18_P_Q2,-17.528354,10.12
HSDIFF_18_N_Q4,16.731611,10.58
HSDIFF_9_N_Q4,11.951151,10.58
Q4_VDDV,10.357664,10.58
Q4_VDD,8.764177,10.58
Q4_VDD,7.17069,10.58
Q4_VDD,5.577204,10.58
Q4_VDD,3.983717,10.58
Q4_VDD,2.39023,10.58
Q4_VDD,0.796743,10.58
Q2_VDD,-0.796743,10.58
Q2_VDD,-2.39023,10.58
Q2_VDD,-3.983717,10.58
Q2_VDD,-5.577204,10.58
Q2_VDD,-7.17069,10.58
Q2_VDD,-8.764177,10.58
Q2_VDDV,-10.357664,10.58
HSDIFF_9_N_Q2,-11.951151,10.58
HSDIFF_18_N_Q2,-16.731611,10.58
HSDIFF_8_P_Q4,14.341381,11.04
HSDIFF_8_P_Q2,-14.341381,11.04
HSDIFF_8_N_Q4,15.138124,11.5
Q4_VDDV,10.357664,11.5
Q4_VDD,8.764177,11.5
Q4_VDD,7.17069,11.5
Q4_VDD,5.577204,11.5
Q4_VDD,3.983717,11.5
Q4_VDD,2.39023,11.5
Q4_VDD,0.796743,11.5
Q2_VDD,-0.796743,11.5
Q2_VDD,-2.39023,11.5
Q2_VDD,-3.983717,11.5
Q2_VDD,-5.577204,11.5
Q2_VDD,-7.17069,11.5
Q2_VDD,-8.764177,11.5
Q2_VDDV,-10.357664,11.5
HSDIFF_8_N_Q2,-15.138124,11.5
Q4_VDD,8.764177,12.42
Q4_VDD,7.17069,12.42
Q4_VDD,5.577204,12.42
Q4_VDD,3.983717,12.42
Q4_VDD,2.39023,12.42
Q4_VDD,0.796743,12.42
Q2_VDD,-0.796743,12.42
Q2_VDD,-2.39023,12.42
Q2_VDD,-3.983717,12.42
Q2_VDD,-5.577204,12.42
Q2_VDD,-7.17069,12.42
Q2_VDD,-8.764177,12.42
IODIFF_40_N_Q4,15.138124,13.34
IODIFF_36_N_Q4,13.544637,13.34
IODIFF_32_N_Q4,11.951151,13.34
IODIFF_28_N_Q4,10.357664,13.34
IODIFF_27_N_Q4,8.764177,13.34
IODIFF_26_N_Q4,7.17069,13.34
IODIFF_16_N_Q4,5.577204,13.34
IODIFF_12_N_Q4,3.983717,13.34
IODIFF_8_N_Q4,2.39023,13.34
IODIFF_4_N_Q4,0.796743,13.34
IODIFF_4_N_Q2,-0.796743,13.34
IODIFF_8_N_Q2,-2.39023,13.34
IODIFF_12_N_Q2,-3.983717,13.34
IODIFF_16_N_Q2,-5.577204,13.34
IODIFF_28_N_Q2,-10.357664,13.34
IODIFF_32_N_Q2,-11.951151,13.34
IODIFF_36_N_Q2,-13.544637,13.34
IODIFF_40_N_Q2,-15.138124,13.34
IODIFF_40_P_Q4,15.934867,13.8
IODIFF_36_P_Q4,14.341381,13.8
IODIFF_32_P_Q4,12.747894,13.8
IODIFF_28_P_Q4,11.154407,13.8
IODIFF_27_P_Q4,9.56092,13.8
IODIFF_26_P_Q4,7.967434,13.8
IODIFF_16_P_Q4,6.373947,13.8
IODIFF_12_P_Q4,4.78046,13.8
IODIFF_8_P_Q4,3.186973,13.8
IODIFF_4_P_Q4,1.593487,13.8
IODIFF_4_P_Q2,-1.593487,13.8
IODIFF_8_P_Q2,-3.186974,13.8
IODIFF_12_P_Q2,-4.78046,13.8
IODIFF_16_P_Q2,-6.373947,13.8
IODIFF_28_P_Q2,-11.154407,13.8
IODIFF_32_P_Q2,-12.747894,13.8
IODIFF_36_P_Q2,-14.341381,13.8
IODIFF_40_P_Q2,-15.934867,13.8
IODIFF_39_N_Q4,15.138124,14.26
IODIFF_35_N_Q4,13.544637,14.26
IODIFF_31_N_Q4,11.951151,14.26
IODIFF_25_N_Q4,10.357664,14.26
IODIFF_23_N_Q4,8.764177,14.26
IODIFF_24_N_Q4,7.17069,14.26
IODIFF_15_N_Q4,5.577204,14.26
