Net Name,X,Y
IODIFF_11_N_Q4,3.983717,14.26
IODIFF_7_N_Q4,2.39023,14.26
IODIFF_3_N_Q4,0.796743,14.26
IODIFF_3_N_Q2,-0.796743,14.26
IODIFF_7_N_Q2,-2.39023,14.26
IODIFF_11_N_Q2,-3.983717,14.26
IODIFF_15_N_Q2,-5.577204,14.26
IODIFF_23_N_Q2,-8.764177,14.26
IODIFF_31_N_Q2,-11.951151,14.26
IODIFF_35_N_Q2,-13.544637,14.26
IODIFF_39_N_Q2,-15.138124,14.26
IODIFF_39_P_Q4,15.934867,14.72
IODIFF_35_P_Q4,14.341381,14.72
IODIFF_31_P_Q4,12.747894,14.72
IODIFF_25_P_Q4,11.154407,14.72
IODIFF_23_P_Q4,9.56092,14.72
IODIFF_24_P_Q4,7.967434,14.72
IODIFF_15_P_Q4,6.373947,14.72
IODIFF_11_P_Q4,4.78046,14.72
IODIFF_7_P_Q4,3.186973,14.72
IODIFF_3_P_Q4,1.593487,14.72
IODIFF_3_P_Q2,-1.593487,14.72
IODIFF_7_P_Q2,-3.186974,14.72
IODIFF_11_P_Q2,-4.78046,14.72
IODIFF_15_P_Q2,-6.373947,14.72
IODIFF_23_P_Q2,-9.560921,14.72
IODIFF_31_P_Q2,-12.747894,14.72
IODIFF_35_P_Q2,-14.341381,14.72
IODIFF_39_P_Q2,-15.934867,14.72
Q4_VDDH,16.731611,15.18
Q4_VDDH,15.138124,15.18
Q4_VDDH,13.544637,15.18
Q4_VDDH,11.951151,15.18
Q4_VDDH,10.357664,15.18
Q4_VDDH,8.764177,15.18
Q4_VDDH,7.17069,15.18
Q4_VDDH,5.577204,15.18
Q4_VDDH,3.983717,15.18
Q4_VDDH,2.39023,15.18
Q4_VDDH,0.796743,15.18
Q2_VDDH,-0.796743,15.18
Q2_VDDH,-2.39023,15.18
Q2_VDDH,-3.983717,15.18
Q2_VDDH,-5.577204,15.18
Q2_VDDH,-7.17069,15.18
Q2_VDDH,-8.764177,15.18
Q2_VDDH,-10.357664,15.18
Q2_VDDH,-11.951151,15.18
Q2_VDDH,-13.544637,15.18
Q2_VDDH,-15.138124,15.18
Q2_VDDH,-16.731611,15.18
IODIFF_38_N_Q4,15.138124,16.1
IODIFF_34_N_Q4,13.544637,16.1
IODIFF_30_N_Q4,11.951151,16.1
IODIFF_22_N_Q4,10.357664,16.1
IODIFF_21_N_Q4,8.764177,16.1
IODIFF_18_N_Q4,7.17069,16.1
IODIFF_14_N_Q4,5.577204,16.1
IODIFF_10_N_Q4,3.983717,16.1
IODIFF_6_N_Q4,2.39023,16.1
IODIFF_2_N_Q4,0.796743,16.1
IODIFF_2_N_Q2,-0.796743,16.1
IODIFF_6_N_Q2,-2.39023,16.1
IODIFF_10_N_Q2,-3.983717,16.1
IODIFF_14_N_Q2,-5.577204,16.1
IODIFF_18_N_Q2,-7.17069,16.1
IODIFF_30_N_Q2,-11.951151,16.1
IODIFF_34_N_Q2,-13.544637,16.1
IODIFF_38_N_Q2,-15.138124,16.1
IODIFF_38_P_Q4,15.934867,16.56
IODIFF_34_P_Q4,14.341381,16.56
IODIFF_30_P_Q4,12.747894,16.56
IODIFF_22_P_Q4,11.154407,16.56
IODIFF_21_P_Q4,9.56092,16.56
IODIFF_18_P_Q4,7.967434,16.56
IODIFF_14_P_Q4,6.373947,16.56
IODIFF_10_P_Q4,4.78046,16.56
IODIFF_6_P_Q4,3.186973,16.56
IODIFF_2_P_Q4,1.593487,16.56
IODIFF_2_P_Q2,-1.593487,16.56
IODIFF_6_P_Q2,-3.186974,16.56
IODIFF_10_P_Q2,-4.78046,16.56
IODIFF_14_P_Q2,-6.373947,16.56
IODIFF_18_P_Q2,-7.967434,16.56
IODIFF_30_P_Q2,-12.747894,16.56
IODIFF_34_P_Q2,-14.341381,16.56
IODIFF_38_P_Q2,-15.934867,16.56
IODIFF_41_N_Q4,16.731611,17.02
IODIFF_37_N_Q4,15.138124,17.02
IODIFF_33_N_Q4,13.544637,17.02
IODIFF_29_N_Q4,11.951151,17.02
IODIFF_20_N_Q4,10.357664,17.02
IODIFF_19_N_Q4,8.764177,17.02
IODIFF_17_N_Q4,7.17069,17.02
IODIFF_13_N_Q4,5.577204,17.02
IODIFF_9_N_Q4,3.983717,17.02
IODIFF_5_N_Q4,2.39023,17.02
IODIFF_1_N_Q4,0.796743,17.02
IODIFF_1_N_Q2,-0.796743,17.02
IODIFF_5_N_Q2,-2.39023,17.02
IODIFF_9_N_Q2,-3.983717,17.02
IODIFF_13_N_Q2,-5.577204,17.02
IODIFF_17_N_Q2,-7.17069,17.02
IODIFF_33_N_Q2,-13.544637,17.02
IODIFF_37_N_Q2,-15.138124,17.02
IODIFF_41_N_Q2,-16.731611,17.02
IODIFF_41_P_Q4,17.528354,17.48
IODIFF_37_P_Q4,15.934867,17.48
IODIFF_33_P_Q4,14.341381,17.48
IODIFF_29_P_Q4,12.747894,17.48
IODIFF_20_P_Q4,11.154407,17.48
IODIFF_19_P_Q4,9.56092,17.48
IODIFF_17_P_Q4,7.967434,17.48
IODIFF_13_P_Q4,6.373947,17.48
IODIFF_9_P_Q4,4.78046,17.48
IODIFF_5_P_Q4,3.186973,17.48
IODIFF_1_P_Q4,1.593487,17.48
IODIFF_1_P_Q2,-1.593487,17.48
IODIFF_5_P_Q2,-3.186974,17.48
IODIFF_9_P_Q2,-4.78046,17.48
IODIFF_13_P_Q2,-6.373947,17.48
IODIFF_17_P_Q2,-7.967434,17.48
IODIFF_33_P_Q2,-14.341381,17.48
IODIFF_37_P_Q2,-15.934867,17.48
IODIFF_41_P_Q2,-17.528354,17.48
IODIFF_38_P_Q3,15.934867,-16.56
IODIFF_34_P_Q3,14.341381,-16.56
IODIFF_30_P_Q3,12.747894,-16.56
IODIFF_22_P_Q3,11.154407,-16.56
IODIFF_21_P_Q3,9.56092,-16.56
IODIFF_18_P_Q3,7.967434,-16.56
IODIFF_14_P_Q3,6.373947,-16.56
IODIFF_10_P_Q3,4.78046,-16.56
IODIFF_6_P_Q3,3.186973,-16.56
IODIFF_2_P_Q3,1.593487,-16.56
IODIFF_2_P_Q1,-1.593487,-16.56
IODIFF_6_P_Q1,-3.186974,-16.56
IODIFF_10_P_Q1,-4.78046,-16.56
IODIFF_14_P_Q1,-6.373947,-16.56
IODIFF_18_P_Q1,-7.967434,-16.56
IODIFF_30_P_Q1,-12.747894,-16.56
IODIFF_34_P_Q1,-14.341381,-16.56
IODIFF_38_P_Q1,-15.934867,-16.56
IODIFF_38_N_Q3,15.138124,-16.1
IODIFF_34_N_Q3,13.544637,-16.1
IODIFF_30_N_Q3,11.951151,-16.1
IODIFF_22_N_Q3,10.357664,-16.1
IODIFF_21_N_Q3,8.764177,-16.1
IODIFF_18_N_Q3,7.17069,-16.1
IODIFF_14_N_Q3,5.577204,-16.1
IODIFF_10_N_Q3,3.983717,-16.1
IODIFF_6_N_Q3,2.39023,-16.1
IODIFF_2_N_Q3,0.796743,-16.1
IODIFF_2_N_Q1,-0.796743,-16.1
IODIFF_6_N_Q1,-2.39023,-16.1
IODIFF_10_N_Q1,-3.983717,-16.1
IODIFF_14_N_Q1,-5.577204,-16.1
IODIFF_18_N_Q1,-7.17069,-16.1
IODIFF_30_N_Q1,-11.951151,-16.1
IODIFF_34_N_Q1,-13.544637,-16.1
IODIFF_38_N_Q1,-15.138124,-16.1
Q3_VDDH,16.731611,-15.18
Q3_VDDH,15.138124,-15.18
Q3_VDDH,13.544637,-15.18
Q3_VDDH,11.951151,-15.18
Q3_VDDH,10.357664,-15.18
Q3_VDDH,8.764177,-15.18
Q3_VDDH,7.17069,-15.18
Q3_VDDH,5.577204,-15.18
Q3_VDDH,3.983717,-15.18
Q3_VDDH,2.39023,-15.18
Q3_VDDH,0.796743,-15.18
Q1_VDDH,-0.796743,-15.18
Q1_VDDH,-2.39023,-15.18
Q1_VDDH,-3.983717,-15.18
Q1_VDDH,-5.577204,-15.18
Q1_VDDH,-7.17069,-15.18
Q1_VDDH,-8.764177,-15.18
Q1_VDDH,-10.357664,-15.18
Q1_VDDH,-11.951151,-15.18
Q1_VDDH,-13.544637,-15.18
Q1_VDDH,-15.138124,-15.18
Q1_VDDH,-16.731611,-15.18
IODIFF_39_P_Q3,15.934867,-14.72
IODIFF_35_P_Q3,14.341381,-14.72
IODIFF_31_P_Q3,12.747894,-14.72
IODIFF_25_P_Q3,11.154407,-14.72
IODIFF_23_P_Q3,9.56092,-14.72
IODIFF_24_P_Q3,7.967434,-14.72
IODIFF_15_P_Q3,6.373947,-14.72
IODIFF_11_P_Q3,4.78046,-14.72
IODIFF_7_P_Q3,3.186973,-14.72
IODIFF_3_P_Q3,1.593487,-14.72
IODIFF_3_P_Q1,-1.593487,-14.72
IODIFF_7_P_Q1,-3.186974,-14.72
IODIFF_11_P_Q1,-4.78046,-14.72
IODIFF_15_P_Q1,-6.373947,-14.72
IODIFF_23_P_Q1,-9.560921,-14.72
IODIFF_31_P_Q1,-12.747894,-14.72
IODIFF_35_P_Q1,-14.341381,-14.72
IODIFF_39_P_Q1,-15.934867,-14.72
IODIFF_39_N_Q3,15.138124,-14.26
IODIFF_35_N_Q3,13.544637,-14.26
IODIFF_31_N_Q3,11.951151,-14.26
IODIFF_25_N_Q3,10.357664,-14.26
IODIFF_23_N_Q3,8.764177,-14.26
IODIFF_24_N_Q3,7.17069,-14.26
IODIFF_15_N_Q3,5.577204,-14.26
IODIFF_11_N_Q3,3.983717,-14.26
IODIFF_7_N_Q3,2.39023,-14.26
IODIFF_3_N_Q3,0.796743,-14.26
IODIFF_3_N_Q1,-0.796743,-14.26
IODIFF_7_N_Q1,-2.39023,-14.26
IODIFF_11_N_Q1,-3.983717,-14.26
IODIFF_15_N_Q1,-5.577204,-14.26
IODIFF_23_N_Q1,-8.764177,-14.26
IODIFF_31_N_Q1,-11.951151,-14.26
IODIFF_35_N_Q1,-13.544637,-14.26
IODIFF_39_N_Q1,-15.138124,-14.26
IODIFF_40_P_Q3,15.934867,-13.8
IODIFF_36_P_Q3,14.341381,-13.8
IODIFF_32_P_Q3,12.747894,-13.8
IODIFF_28_P_Q3,11.154407,-13.8
IODIFF_27_P_Q3,9.56092,-13.8
IODIFF_26_P_Q3,7.967434,-13.8
IODIFF_16_P_Q3,6.373947,-13.8
IODIFF_12_P_Q3,4.78046,-13.8
IODIFF_8_P_Q3,3.186973,-13.8
IODIFF_4_P_Q3,1.593487,-13.8
IODIFF_4_P_Q1,-1.593487,-13.8
IODIFF_8_P_Q1,-3.186974,-13.8
IODIFF_12_P_Q1,-4.78046,-13.8
IODIFF_16_P_Q1,-6.373947,-13.8
IODIFF_28_P_Q1,-11.154407,-13.8
IODIFF_32_P_Q1,-12.747894,-13.8
IODIFF_36_P_Q1,-14.341381,-13.8
IODIFF_40_P_Q1,-15.934867,-13.8
IODIFF_40_N_Q3,15.138124,-13.34
IODIFF_36_N_Q3,13.544637,-13.34
IODIFF_32_N_Q3,11.951151,-13.34
IODIFF_28_N_Q3,10.357664,-13.34
IODIFF_27_N_Q3,8.764177,-13.34
IODIFF_26_N_Q3,7.17069,-13.34
IODIFF_16_N_Q3,5.577204,-13.34
IODIFF_12_N_Q3,3.983717,-13.34
IODIFF_8_N_Q3,2.39023,-13.34
IODIFF_4_N_Q3,0.796743,-13.34
IODIFF_4_N_Q1,-0.796743,-13.34
IODIFF_8_N_Q1,-2.39023,-13.34
IODIFF_12_N_Q1,-3.983717,-13.34
IODIFF_16_N_Q1,-5.577204,-13.34
IODIFF_28_N_Q1,-10.357664,-13.34
IODIFF_32_N_Q1,-11.951151,-13.34
IODIFF_36_N_Q1,-13.544637,-13.34
IODIFF_40_N_Q1,-15.138124,-13.34
Q3_VDD,8.764177,-12.42
Q3_VDD,7.17069,-12.42
Q3_VDD,5.577204,-12.42
Q3_VDD,3.983717,-12.42
Q3_VDD,2.39023,-12.42
Q3_VDD,0.796743,-12.42
Q1_VDD,-0.796743,-12.42
Q1_VDD,-2.39023,-12.42
Q1_VDD,-3.983717,-12.42
Q1_VDD,-5.577204,-12.42
Q1_VDD,-7.17069,-12.42
Q1_VDD,-8.764177,-12.42
HSDIFF_8_N_Q3,15.138124,-11.5
Q3_VDDV,10.357664,-11.5
Q3_VDD,8.764177,-11.5
Q3_VDD,7.17069,-11.5
Q3_VDD,5.577204,-11.5
Q3_VDD,3.983717,-11.5
Q3_VDD,2.39023,-11.5
Q3_VDD,0.796743,-11.5
Q1_VDD,-0.796743,-11.5
Q1_VDD,-2.39023,-11.5
Q1_VDD,-3.983717,-11.5
Q1_VDD,-5.577204,-11.5
Q1_VDD,-7.17069,-11.5
Q1_VDD,-8.764177,-11.5
Q1_VDDV,-10.357664,-11.5
HSDIFF_8_N_Q1,-15.138124,-11.5
HSDIFF_8_P_Q3,14.341381,-11.04
HSDIFF_8_P_Q1,-14.341381,-11.04
HSDIFF_18_N_Q3,16.731611,-10.58
HSDIFF_9_N_Q3,11.951151,-10.58
Q3_VDDV,10.357664,-10.58
Q3_VDD,8.764177,-10.58
Q3_VDD,7.17069,-10.58
Q3_VDD,5.577204,-10.58
Q3_VDD,3.983717,-10.58
Q3_VDD,2.39023,-10.58
Q3_VDD,0.796743,-10.58
Q1_VDD,-0.796743,-10.58
Q1_VDD,-2.39023,-10.58
Q1_VDD,-3.983717,-10.58
Q1_VDD,-5.577204,-10.58
Q1_VDD,-7.17069,-10.58
Q1_VDD,-8.764177,-10.58
Q1_VDDV,-10.357664,-10.58
HSDIFF_9_N_Q1,-11.951151,-10.58
HSDIFF_18_N_Q1,-16.731611,-10.58
HSDIFF_18_P_Q3,17.528354,-10.12
HSDIFF_9_P_Q3,12.747894,-10.12
HSDIFF_9_P_Q1,-12.747894,-10.12
HSDIFF_18_P_Q1,-17.528354,-10.12
HSDIFF_6_N_Q3,15.138124,-9.66
Q3_VDDV,10.357664,-9.66
Q3_VDD,8.764177,-9.66
Q3_VDD,7.17069,-9.66
Q3_VDD,5.577204,-9.66
Q3_VDD,3.983717,-9.66
Q3_VDD,2.39023,-9.66
Q3_VDD,0.796743,-9.66
Q1_VDD,-0.796743,-9.66
Q1_VDD,-2.39023,-9.66
Q1_VDD,-3.983717,-9.66
Q1_VDD,-5.577204,-9.66
Q1_VDD,-7.17069,-9.66
Q1_VDD,-8.764177,-9.66
Q1_VDDV,-10.357664,-9.66
HSDIFF_6_N_Q1,-15.138124,-9.66
HSDIFF_6_P_Q3,14.341381,-9.2
HSDIFF_6_P_Q1,-14.341381,-9.2
HSDIFF_17_N_Q3,16.731611,-8.74
HSDIFF_7_N_Q3,11.951151,-8.74
Q3_VDDV,10.357664,-8.74
Q3_VDD,8.764177,-8.74
Q3_VDD,7.17069,-8.74
Q3_VDD,5.577204,-8.74
Q3_VDD,3.983717,-8.74
Q3_VDD,2.39023,-8.74
Q3_VDD,0.796743,-8.74
Q1_VDD,-0.796743,-8.74
Q1_VDD,-2.39023,-8.74
Q1_VDD,-3.983717,-8.74
Q1_VDD,-5.577204,-8.74
Q1_VDD,-7.17069,-8.74
Q1_VDD,-8.764177,-8.74
Q1_VDDV,-10.357664,-8.74
HSDIFF_7_N_Q1,-11.951151,-8.74
HSDIFF_17_N_Q1,-16.731611,-8.74
VSS,-15.138124,-8.74
VSS,-13.544637,-8.74
VSS,-17.528354,-9.2
VSS,-15.934867,-9.2
VSS,-12.747894,-9.2
VSS,-11.154407,-9.2
VSS,-9.560921,-9.2
VSS,-7.967434,-9.2
VSS,-6.373947,-9.2
VSS,-4.78046,-9.2
VSS,-3.186974,-9.2
VSS,-1.593487,-9.2
VSS,-16.731611,-9.66
VSS,-13.544637,-9.66
VSS,-11.951151,-9.66
VSS,-15.934867,-10.12
VSS,-14.341381,-10.12
VSS,-11.154407,-10.12
VSS,-9.560921,-10.12
VSS,-7.967434,-10.12
VSS,-6.373947,-10.12
VSS,-4.78046,-10.12
VSS,-3.186974,-10.12
VSS,-1.593487,-10.12
VSS,-15.138124,-10.58
VSS,-13.544637,-10.58
VSS,-17.528354,-11.04
VSS,-15.934867,-11.04
VSS,-12.747894,-11.04
VSS,-11.154407,-11.04
VSS,-9.560921,-11.04
VSS,-7.967434,-11.04
VSS,-6.373947,-11.04
VSS,-4.78046,-11.04
VSS,-3.186974,-11.04
VSS,-1.593487,-11.04
VSS,-16.731611,-11.5
VSS,-13.544637,-11.5
VSS,-11.951151,-11.5
VSS,-17.528354,-11.96
VSS,-15.934867,-11.96
VSS,-14.341381,-11.96
VSS,-12.747894,-11.96
VSS,-11.154407,-11.96
VSS,-9.560921,-11.96
VSS,-7.967434,-11.96
VSS,-6.373947,-11.96
VSS,-4.78046,-11.96
VSS,-3.186974,-11.96
VSS,-1.593487,-11.96
VSS,-16.731611,-12.42
VSS,-15.138124,-12.42
VSS,-13.544637,-12.42
VSS,-11.951151,-12.42
VSS,-10.357664,-12.42
VSS,-17.528354,-12.88
VSS,-15.934867,-12.88
VSS,-14.341381,-12.88
VSS,-12.747894,-12.88
VSS,-11.154407,-12.88
VSS,-9.560921,-12.88
VSS,-7.967434,-12.88
VSS,-6.373947,-12.88
VSS,-4.78046,-12.88
VSS,-3.186974,-12.88
VSS,-1.593487,-12.88
VSS,-16.731611,-13.34
VSS,-17.528354,-13.8
VSS,-16.731611,-14.26
VSS,-17.528354,-14.72
VSS,-17.528354,-15.64
VSS,-15.934867,-15.64
VSS,-14.341381,-15.64
VSS,-12.747894,-15.64
VSS,-11.154407,-15.64
VSS,-9.560921,-15.64
VSS,-7.967434,-15.64
VSS,-6.373947,-15.64
VSS,-4.78046,-15.64
VSS,-3.186974,-15.64
VSS,-1.593487,-15.64
VSS,-16.731611,-16.1
VSS,-17.528354,-16.56
VSS,-12.747894,0
VSS,-11.154407,0
VSS,-1.593487,0
VSS,0,0
VSS,1.593487,0
VSS,-16.731611,-0.46
VSS,-15.138124,-0.46
VSS,-13.544637,-0.46
VSS,-11.951151,-0.46
VSS,-15.934867,-0.92
VSS,-14.341381,-0.92
VSS,-11.154407,-0.92
VSS,-9.560921,-0.92
VSS,-7.967434,-0.92
VSS,-6.373947,-0.92
VSS,-4.78046,-0.92
VSS,-3.186974,-0.92
VSS,-1.593487,-0.92
VSS,-15.138124,-1.38
VSS,-13.544637,-1.38
VSS,-17.528354,-1.84
VSS,-15.934867,-1.84
VSS,-12.747894,-1.84
VSS,-11.154407,-1.84
VSS,-9.560921,-1.84
VSS,-7.967434,-1.84
VSS,-6.373947,-1.84
VSS,-4.78046,-1.84
VSS,-3.186974,-1.84
VSS,-1.593487,-1.84
VSS,-16.731611,-2.3
VSS,-13.544637,-2.3
VSS,-11.951151,-2.3
VSS,-15.934867,-2.76
VSS,-14.341381,-2.76
VSS,-11.154407,-2.76
VSS,-9.560921,-2.76
VSS,-7.967434,-2.76
VSS,-6.373947,-2.76
VSS,-4.78046,-2.76
VSS,-3.186974,-2.76
VSS,-1.593487,-2.76
VSS,-15.138124,-3.22
VSS,-13.544637,-3.22
VSS,-17.528354,-3.68
VSS,-15.934867,-3.68
VSS,-12.747894,-3.68
VSS,-11.154407,-3.68
VSS,-9.560921,-3.68
VSS,-7.967434,-3.68
VSS,-6.373947,-3.68
VSS,-4.78046,-3.68
VSS,-3.186974,-3.68
VSS,-1.593487,-3.68
VSS,-16.731611,-4.14
VSS,-13.544637,-4.14
VSS,-11.951151,-4.14
VSS,-15.934867,-4.6
VSS,-14.341381,-4.6
VSS,-11.154407,-4.6
VSS,-9.560921,-4.6
VSS,-7.967434,-4.6
VSS,-6.373947,-4.6
VSS,-4.78046,-4.6
VSS,-3.186974,-4.6
VSS,-1.593487,-4.6
VSS,-15.138124,-5.06
VSS,-13.544637,-5.06
VSS,-17.528354,-5.52
VSS,-15.934867,-5.52
VSS,-12.747894,-5.52
VSS,-11.154407,-5.52
VSS,-9.560921,-5.52
VSS,-7.967434,-5.52
VSS,-6.373947,-5.52
VSS,-4.78046,-5.52
VSS,-3.186974,-5.52
VSS,-1.593487,-5.52
VSS,-16.731611,-5.98
VSS,-13.544637,-5.98
VSS,-11.951151,-5.98
VSS,-15.934867,-6.44
VSS,-14.341381,-6.44
VSS,-11.154407,-6.44
VSS,-9.560921,-6.44
VSS,-7.967434,-6.44
VSS,-6.373947,-6.44
VSS,-4.78046,-6.44
VSS,-3.186974,-6.44
VSS,-1.593487,-6.44
VSS,-15.138124,-6.9
VSS,-13.544637,-6.9
VSS,-17.528354,-7.36
