Net Name,X,Y
VSS,-15.934867,-7.36
VSS,-12.747894,-7.36
VSS,-11.154407,-7.36
VSS,-9.560921,-7.36
VSS,-7.967434,-7.36
VSS,-6.373947,-7.36
VSS,-4.78046,-7.36
VSS,-3.186974,-7.36
VSS,-1.593487,-7.36
VSS,-16.731611,-7.82
VSS,-13.544637,-7.82
VSS,-11.951151,-7.82
VSS,-15.934867,-8.28
VSS,-14.341381,-8.28
VSS,-11.154407,-8.28
VSS,-9.560921,-8.28
VSS,-7.967434,-8.28
VSS,-6.373947,-8.28
VSS,-4.78046,-8.28
VSS,-3.186974,-8.28
VSS,-1.593487,-8.28
IODIFF_24_N_Q1,-7.17069,-14.26
IODIFF_24_P_Q1,-7.967434,-14.72
IODIFF_19_N_Q1,-8.764177,-17.02
IODIFF_19_P_Q1,-9.560921,-17.48
IODIFF_20_N_Q1,-10.357664,-17.02
IODIFF_20_P_Q1,-11.154407,-17.48
IODIFF_21_P_Q1,-9.560921,-16.56
IODIFF_21_N_Q1,-8.764177,-16.1
IODIFF_22_P_Q1,-11.154407,-16.56
IODIFF_22_N_Q1,-10.357664,-16.1
IODIFF_25_N_Q1,-10.357664,-14.26
IODIFF_25_P_Q1,-11.154407,-14.72
IODIFF_26_N_Q1,-7.17069,-13.34
IODIFF_26_P_Q1,-7.967434,-13.8
IODIFF_27_N_Q1,-8.764177,-13.34
IODIFF_27_P_Q1,-9.560921,-13.8
IODIFF_27_P_Q2,-9.560921,13.8
IODIFF_27_N_Q2,-8.764177,13.34
IODIFF_25_N_Q2,-10.357664,14.26
IODIFF_29_N_Q2,-11.951151,17.02
IODIFF_24_P_Q2,-7.967434,14.72
IODIFF_24_N_Q2,-7.17069,14.26
IODIFF_29_P_Q2,-12.747894,17.48
IODIFF_20_P_Q2,-11.154407,17.48
IODIFF_20_N_Q2,-10.357664,17.02
IODIFF_26_P_Q2,-7.967434,13.8
IODIFF_22_P_Q2,-11.154407,16.56
IODIFF_22_N_Q2,-10.357664,16.1
IODIFF_26_N_Q2,-7.17069,13.34
IODIFF_19_N_Q2,-8.764177,17.02
IODIFF_21_N_Q2,-8.764177,16.1
IODIFF_21_P_Q2,-9.560921,16.56
IODIFF_19_P_Q2,-9.560921,17.48
IODIFF_25_P_Q2,-11.154407,14.72
VSS,3.186973,15.64
VSS,9.56092,15.64
VSS,9.56092,9.2
VSS,3.186973,9.2
VSS,9.56092,10.12
VSS,3.186973,10.12
VSS,9.56092,11.04
VSS,3.186973,11.04
VSS,9.56092,11.96
VSS,3.186973,11.96
VSS,9.56092,12.88
VSS,3.186973,12.88
VSS,9.56092,0.92
VSS,3.186973,0.92
VSS,9.56092,1.84
VSS,3.186973,1.84
VSS,9.56092,2.76
VSS,3.186973,2.76
VSS,9.56092,3.68
VSS,3.186973,3.68
VSS,9.56092,4.6
VSS,3.186973,4.6
VSS,9.56092,5.52
VSS,3.186973,5.52
VSS,9.56092,6.44
VSS,3.186973,6.44
VSS,9.56092,7.36
VSS,3.186973,7.36
VSS,9.56092,8.28
VSS,3.186973,8.28
VSS,3.186973,-8.28
VSS,9.56092,-8.28
VSS,3.186973,-7.36
VSS,9.56092,-7.36
VSS,3.186973,-6.44
VSS,9.56092,-6.44
VSS,3.186973,-5.52
VSS,9.56092,-5.52
VSS,3.186973,-4.6
VSS,9.56092,-4.6
VSS,3.186973,-3.68
VSS,9.56092,-3.68
VSS,3.186973,-2.76
VSS,9.56092,-2.76
VSS,3.186973,-1.84
VSS,9.56092,-1.84
VSS,3.186973,-0.92
VSS,9.56092,-0.92
VSS,3.186973,-12.88
VSS,9.56092,-12.88
VSS,3.186973,-11.96
VSS,9.56092,-11.96
VSS,3.186973,-11.04
VSS,9.56092,-11.04
VSS,3.186973,-10.12
VSS,9.56092,-10.12
VSS,3.186973,-9.2
VSS,9.56092,-9.2
VSS,9.56092,-15.64
VSS,3.186973,-15.64
VSS,1.593487,15.64
VSS,4.78046,15.64
VSS,6.373947,15.64
VSS,7.967434,15.64
VSS,11.154407,15.64
VSS,12.747894,15.64
VSS,14.341381,15.64
VSS,15.934867,15.64
VSS,16.731611,16.1
VSS,17.528354,16.56
VSS,17.528354,15.64
VSS,10.357664,12.42
VSS,15.934867,11.96
VSS,16.731611,0.46
VSS,11.951151,0.46
VSS,15.138124,0.46
VSS,13.544637,0.46
VSS,15.138124,1.38
VSS,14.341381,0.92
VSS,15.138124,3.22
VSS,14.341381,2.76
VSS,15.138124,5.06
VSS,14.341381,4.6
VSS,15.138124,6.9
VSS,14.341381,6.44
VSS,15.138124,8.74
VSS,14.341381,8.28
VSS,15.138124,10.58
VSS,14.341381,10.12
VSS,12.747894,9.2
VSS,11.951151,9.66
VSS,12.747894,7.36
VSS,11.951151,7.82
VSS,12.747894,5.52
VSS,11.951151,5.98
VSS,11.951151,4.14
VSS,12.747894,3.68
VSS,11.951151,2.3
VSS,12.747894,1.84
VSS,17.528354,7.36
VSS,16.731611,7.82
VSS,17.528354,5.52
VSS,16.731611,5.98
VSS,17.528354,3.68
VSS,16.731611,4.14
VSS,17.528354,1.84
VSS,16.731611,2.3
VSS,17.528354,9.2
VSS,16.731611,9.66
VSS,12.747894,11.04
VSS,13.544637,4.14
VSS,13.544637,6.9
VSS,13.544637,9.66
VSS,13.544637,1.38
VSS,13.544637,2.3
VSS,13.544637,3.22
VSS,13.544637,5.06
VSS,13.544637,5.98
VSS,13.544637,7.82
VSS,13.544637,8.74
VSS,13.544637,10.58
VSS,15.934867,2.76
VSS,15.934867,5.52
VSS,15.934867,8.28
VSS,15.934867,11.04
VSS,15.934867,0.92
VSS,15.934867,1.84
VSS,15.934867,3.68
VSS,15.934867,4.6
VSS,15.934867,6.44
VSS,15.934867,7.36
VSS,15.934867,9.2
VSS,15.934867,10.12
VSS,14.341381,11.96
VSS,15.934867,12.88
VSS,15.138124,12.42
VSS,14.341381,12.88
VSS,13.544637,12.42
VSS,13.544637,11.5
VSS,11.951151,12.42
VSS,12.747894,11.96
VSS,12.747894,12.88
VSS,11.951151,11.5
VSS,17.528354,11.04
VSS,16.731611,12.42
VSS,16.731611,11.5
VSS,16.731611,13.34
VSS,16.731611,14.26
VSS,17.528354,13.8
VSS,17.528354,11.96
VSS,17.528354,12.88
VSS,17.528354,14.72
VSS,1.593487,8.28
VSS,4.78046,8.28
VSS,6.373947,8.28
VSS,7.967434,8.28
VSS,11.154407,8.28
VSS,1.593487,7.36
VSS,4.78046,7.36
VSS,6.373947,7.36
VSS,7.967434,7.36
VSS,11.154407,7.36
VSS,1.593487,6.44
VSS,4.78046,6.44
VSS,6.373947,6.44
VSS,7.967434,6.44
VSS,11.154407,6.44
VSS,1.593487,5.52
VSS,4.78046,5.52
VSS,6.373947,5.52
VSS,7.967434,5.52
VSS,11.154407,5.52
VSS,1.593487,4.6
VSS,4.78046,4.6
VSS,6.373947,4.6
VSS,7.967434,4.6
VSS,11.154407,4.6
VSS,1.593487,3.68
VSS,4.78046,3.68
VSS,6.373947,3.68
VSS,7.967434,3.68
VSS,11.154407,3.68
VSS,1.593487,2.76
VSS,4.78046,2.76
VSS,6.373947,2.76
VSS,7.967434,2.76
VSS,11.154407,2.76
VSS,1.593487,1.84
VSS,4.78046,1.84
VSS,6.373947,1.84
VSS,7.967434,1.84
VSS,11.154407,1.84
VSS,1.593487,0.92
VSS,4.78046,0.92
VSS,6.373947,0.92
VSS,7.967434,0.92
VSS,11.154407,0.92
VSS,1.593487,12.88
VSS,4.78046,12.88
VSS,6.373947,12.88
VSS,7.967434,12.88
VSS,11.154407,12.88
VSS,1.593487,11.96
VSS,4.78046,11.96
VSS,6.373947,11.96
VSS,7.967434,11.96
VSS,11.154407,11.96
VSS,1.593487,11.04
VSS,4.78046,11.04
VSS,6.373947,11.04
VSS,7.967434,11.04
VSS,11.154407,11.04
VSS,1.593487,10.12
VSS,4.78046,10.12
VSS,6.373947,10.12
VSS,7.967434,10.12
VSS,11.154407,10.12
VSS,1.593487,9.2
VSS,4.78046,9.2
VSS,6.373947,9.2
VSS,7.967434,9.2
VSS,11.154407,9.2
VSS,-11.154407,9.2
VSS,-11.154407,10.12
VSS,-11.154407,11.04
VSS,-11.154407,12.88
VSS,-11.154407,0.92
VSS,-1.593487,0.92
VSS,-11.154407,1.84
VSS,-1.593487,1.84
VSS,-11.154407,2.76
VSS,-11.154407,3.68
VSS,-11.154407,4.6
VSS,-11.154407,5.52
VSS,-11.154407,6.44
VSS,-11.154407,7.36
VSS,-11.154407,8.28
VSS,-1.593487,12.88
VSS,-1.593487,11.96
VSS,-1.593487,10.12
VSS,-1.593487,9.2
VSS,-1.593487,7.36
VSS,-1.593487,6.44
VSS,-1.593487,4.6
VSS,-1.593487,3.68
VSS,-1.593487,11.04
VSS,-1.593487,8.28
VSS,-1.593487,5.52
VSS,-1.593487,2.76
VSS,-3.186974,8.28
VSS,-4.78046,8.28
VSS,-6.373947,8.28
VSS,-7.967434,8.28
VSS,-9.560921,8.28
VSS,-3.186974,7.36
VSS,-4.78046,7.36
VSS,-6.373947,7.36
VSS,-7.967434,7.36
VSS,-9.560921,7.36
VSS,-3.186974,6.44
VSS,-4.78046,6.44
VSS,-6.373947,6.44
VSS,-7.967434,6.44
VSS,-9.560921,6.44
VSS,-3.186974,5.52
VSS,-4.78046,5.52
VSS,-6.373947,5.52
VSS,-7.967434,5.52
VSS,-9.560921,5.52
VSS,-3.186974,4.6
VSS,-4.78046,4.6
VSS,-6.373947,4.6
VSS,-7.967434,4.6
VSS,-9.560921,4.6
VSS,-3.186974,3.68
VSS,-4.78046,3.68
VSS,-6.373947,3.68
VSS,-7.967434,3.68
VSS,-9.560921,3.68
VSS,-3.186974,2.76
VSS,-4.78046,2.76
VSS,-6.373947,2.76
VSS,-7.967434,2.76
VSS,-9.560921,2.76
VSS,-3.186974,1.84
VSS,-4.78046,1.84
VSS,-6.373947,1.84
VSS,-7.967434,1.84
VSS,-9.560921,1.84
VSS,-3.186974,0.92
VSS,-4.78046,0.92
VSS,-6.373947,0.92
VSS,-7.967434,0.92
VSS,-9.560921,0.92
VSS,-3.186974,12.88
VSS,-4.78046,12.88
VSS,-6.373947,12.88
VSS,-7.967434,12.88
VSS,-9.560921,12.88
VSS,-3.186974,11.96
VSS,-4.78046,11.96
VSS,-6.373947,11.96
VSS,-7.967434,11.96
VSS,-9.560921,11.96
VSS,-3.186974,11.04
VSS,-4.78046,11.04
VSS,-6.373947,11.04
VSS,-7.967434,11.04
VSS,-9.560921,11.04
VSS,-3.186974,10.12
VSS,-4.78046,10.12
VSS,-6.373947,10.12
VSS,-7.967434,10.12
VSS,-9.560921,10.12
VSS,-3.186974,9.2
VSS,-4.78046,9.2
VSS,-6.373947,9.2
VSS,-7.967434,9.2
VSS,-9.560921,9.2
VSS,-11.154407,11.96
VSS,-17.528354,14.72
VSS,-17.528354,12.88
VSS,-17.528354,11.96
VSS,-17.528354,13.8
VSS,-16.731611,14.26
VSS,-16.731611,13.34
VSS,-16.731611,11.5
VSS,-16.731611,12.42
VSS,-17.528354,11.04
VSS,-11.951151,11.5
VSS,-12.747894,12.88
VSS,-12.747894,11.96
VSS,-11.951151,12.42
VSS,-13.544637,11.5
VSS,-13.544637,12.42
VSS,-14.341381,12.88
VSS,-15.138124,12.42
VSS,-15.934867,12.88
VSS,-14.341381,11.96
VSS,-15.934867,10.12
VSS,-15.934867,9.2
VSS,-15.934867,7.36
VSS,-15.934867,6.44
VSS,-15.934867,4.6
VSS,-15.934867,3.68
VSS,-15.934867,1.84
VSS,-15.934867,0.92
VSS,-15.934867,11.04
VSS,-15.934867,8.28
VSS,-15.934867,5.52
VSS,-15.934867,2.76
VSS,-13.544637,10.58
VSS,-13.544637,8.74
VSS,-13.544637,7.82
VSS,-13.544637,5.98
VSS,-13.544637,5.06
VSS,-13.544637,3.22
VSS,-13.544637,2.3
VSS,-13.544637,1.38
VSS,-13.544637,9.66
VSS,-13.544637,6.9
VSS,-13.544637,4.14
VSS,-12.747894,11.04
VSS,-16.731611,9.66
VSS,-17.528354,9.2
VSS,-16.731611,2.3
VSS,-17.528354,1.84
VSS,-16.731611,4.14
VSS,-17.528354,3.68
VSS,-16.731611,5.98
VSS,-17.528354,5.52
VSS,-16.731611,7.82
VSS,-17.528354,7.36
VSS,-12.747894,1.84
VSS,-11.951151,2.3
VSS,-12.747894,3.68
VSS,-11.951151,4.14
VSS,-11.951151,5.98
VSS,-12.747894,5.52
VSS,-11.951151,7.82
VSS,-12.747894,7.36
VSS,-11.951151,9.66
VSS,-12.747894,9.2
VSS,-14.341381,10.12
VSS,-15.138124,10.58
VSS,-14.341381,8.28
VSS,-15.138124,8.74
VSS,-14.341381,6.44
VSS,-15.138124,6.9
VSS,-14.341381,4.6
VSS,-15.138124,5.06
VSS,-14.341381,2.76
VSS,-15.138124,3.22
VSS,-14.341381,0.92
VSS,-15.138124,1.38
VSS,-15.138124,0.46
VSS,-13.544637,0.46
VSS,-11.951151,0.46
VSS,-16.731611,0.46
VSS,-15.934867,11.96
VSS,-10.357664,12.42
VSS,-17.528354,15.64
VSS,-17.528354,16.56
VSS,-16.731611,16.1
VSS,-15.934867,15.64
VSS,-14.341381,15.64
VSS,-12.747894,15.64
VSS,-11.154407,15.64
VSS,-9.560921,15.64
VSS,-7.967434,15.64
VSS,-6.373947,15.64
VSS,-4.78046,15.64
VSS,-3.186974,15.64
VSS,-1.593487,15.64
VSS,11.154407,-9.2
VSS,11.154407,-10.12
VSS,11.154407,-11.04
VSS,11.154407,-12.88
VSS,11.154407,-0.92
VSS,1.593487,-0.92
VSS,11.154407,-1.84
VSS,1.593487,-1.84
VSS,11.154407,-2.76
VSS,11.154407,-3.68
VSS,11.154407,-4.6
VSS,11.154407,-5.52
VSS,11.154407,-6.44
VSS,11.154407,-7.36
VSS,11.154407,-8.28
VSS,1.593487,-12.88
VSS,1.593487,-11.96
VSS,1.593487,-10.12
VSS,1.593487,-9.2
VSS,1.593487,-7.36
VSS,1.593487,-6.44
VSS,1.593487,-4.6
VSS,1.593487,-3.68
VSS,1.593487,-11.04
VSS,1.593487,-8.28
VSS,1.593487,-5.52
VSS,1.593487,-2.76
VSS,4.78046,-8.28
VSS,6.373947,-8.28
VSS,7.967434,-8.28
VSS,4.78046,-7.36
VSS,6.373947,-7.36
VSS,7.967434,-7.36
VSS,4.78046,-6.44
VSS,6.373947,-6.44
VSS,7.967434,-6.44
VSS,4.78046,-5.52
VSS,6.373947,-5.52
VSS,7.967434,-5.52
VSS,4.78046,-4.6
VSS,6.373947,-4.6
VSS,7.967434,-4.6
VSS,4.78046,-3.68
VSS,6.373947,-3.68
VSS,7.967434,-3.68
VSS,4.78046,-2.76
VSS,6.373947,-2.76
VSS,7.967434,-2.76
VSS,4.78046,-1.84
VSS,6.373947,-1.84
VSS,7.967434,-1.84
VSS,4.78046,-0.92
VSS,6.373947,-0.92
VSS,7.967434,-0.92
VSS,4.78046,-12.88
VSS,6.373947,-12.88
VSS,7.967434,-12.88
VSS,4.78046,-11.96
VSS,6.373947,-11.96
VSS,7.967434,-11.96
VSS,4.78046,-11.04
VSS,6.373947,-11.04
VSS,7.967434,-11.04
VSS,4.78046,-10.12
VSS,6.373947,-10.12
VSS,7.967434,-10.12
VSS,4.78046,-9.2
VSS,6.373947,-9.2
VSS,7.967434,-9.2
VSS,11.154407,-11.96
VSS,17.528354,-14.72
VSS,17.528354,-12.88
VSS,17.528354,-11.96
VSS,17.528354,-13.8
VSS,16.731611,-14.26
VSS,16.731611,-13.34
VSS,16.731611,-11.5
VSS,16.731611,-12.42
VSS,17.528354,-11.04
VSS,11.951151,-11.5
VSS,12.747894,-12.88
VSS,12.747894,-11.96
VSS,11.951151,-12.42
VSS,13.544637,-11.5
VSS,13.544637,-12.42
VSS,14.341381,-12.88
VSS,15.138124,-12.42
VSS,15.934867,-12.88
VSS,14.341381,-11.96
VSS,15.934867,-10.12
VSS,15.934867,-9.2
VSS,15.934867,-7.36
VSS,15.934867,-6.44
VSS,15.934867,-4.6
VSS,15.934867,-3.68
VSS,15.934867,-1.84
VSS,15.934867,-0.92
VSS,15.934867,-11.04
VSS,15.934867,-8.28
VSS,15.934867,-5.52
VSS,15.934867,-2.76
VSS,13.544637,-10.58
VSS,13.544637,-8.74
VSS,13.544637,-7.82
VSS,13.544637,-5.98
VSS,13.544637,-5.06
VSS,13.544637,-3.22
VSS,13.544637,-2.3
VSS,13.544637,-1.38
VSS,13.544637,-9.66
VSS,13.544637,-6.9
VSS,13.544637,-4.14
VSS,12.747894,-11.04
VSS,16.731611,-9.66
VSS,17.528354,-9.2
VSS,16.731611,-2.3
VSS,17.528354,-1.84
VSS,16.731611,-4.14
VSS,17.528354,-3.68
VSS,16.731611,-5.98
VSS,17.528354,-5.52
VSS,16.731611,-7.82
VSS,17.528354,-7.36
VSS,12.747894,-1.84
VSS,11.951151,-2.3
VSS,12.747894,-3.68
VSS,11.951151,-4.14
VSS,11.951151,-5.98
VSS,12.747894,-5.52
VSS,11.951151,-7.82
VSS,12.747894,-7.36
VSS,11.951151,-9.66
VSS,12.747894,-9.2
VSS,14.341381,-10.12
VSS,15.138124,-10.58
VSS,14.341381,-8.28
VSS,15.138124,-8.74
VSS,14.341381,-6.44
VSS,15.138124,-6.9
VSS,14.341381,-4.6
VSS,15.138124,-5.06
VSS,14.341381,-2.76
VSS,15.138124,-3.22
VSS,14.341381,-0.92
VSS,15.138124,-1.38
VSS,15.138124,-0.46
VSS,13.544637,-0.46
VSS,11.951151,-0.46
VSS,16.731611,-0.46
VSS,15.934867,-11.96
VSS,10.357664,-12.42
VSS,17.528354,-15.64
VSS,17.528354,-16.56
VSS,16.731611,-16.1
VSS,15.934867,-15.64
VSS,14.341381,-15.64
VSS,12.747894,-15.64
VSS,11.154407,-15.64
VSS,7.967434,-15.64
VSS,6.373947,-15.64
VSS,4.78046,-15.64
VSS,1.593487,-15.64
VSS,0,-1.84
VSS,0,-9.2
VSS,0,-10.12
VSS,0,-11.04
VSS,0,-11.96
VSS,0,-12.88
VSS,0,13.8
VSS,0,12.88
VSS,0,11.96
VSS,0,11.04
VSS,0,10.12
VSS,0,9.2
VSS,0,8.28
VSS,0,7.36
VSS,0,6.44
VSS,0,5.52
VSS,0,4.6
VSS,0,3.68
VSS,0,2.76
VSS,0,-0.92
VSS,0,-2.76
VSS,0,-3.68
VSS,0,-4.6
VSS,0,-5.52
VSS,0,-6.44
VSS,0,-7.36
VSS,0,-8.28
VSS,0,-16.56
VSS,0,-15.64
VSS,0,-14.72
VSS,0,-13.8
VSS,0,17.48
VSS,0,16.56
VSS,0,15.64
VSS,0,14.72
VSS,0,-17.48
VSS,0,0.92
VSS,0,1.84
VSS,-17.528354,0
VSS,-15.934867,0
VSS,-14.341381,0
VSS,-9.560921,0
VSS,-7.967434,0
VSS,-6.373947,0
VSS,-4.78046,0
VSS,-3.186974,0
VSS,3.186973,0
VSS,4.78046,0
VSS,6.373947,0
VSS,7.967434,0
VSS,9.56092,0
VSS,11.154407,0
VSS,17.528354,0
VSS,15.934867,0
VSS,14.341381,0
VSS,12.747894,0
